a,b
3800,2.582922E-14
3806,3.071394E-14
3812,3.224573E-14
3818,2.964705E-14
3824,2.831236E-14
3830,2.602684E-14
3836,2.496348E-14
3842,2.816274E-14
3848,3.060811E-14
3854,3.178727E-14
3860,3.486041E-14
3866,3.643893E-14
3872,3.269425E-14
3878,2.837344E-14
3884,2.665367E-14
3890,2.552502E-14
3896,2.633838E-14
3902,2.961705E-14
3908,3.018078E-14
3914,2.956258E-14
3920,2.909803E-14
3926,2.671133E-14
3932,2.634526E-14
3938,2.816529E-14
3944,2.926044E-14
3950,2.916462E-14
3956,2.744528E-14
3962,2.595703E-14
3968,2.344717E-14
3974,2.372873E-14
3980,2.677457E-14
3986,2.840869E-14
3992,2.907647E-14
3998,2.897468E-14
4004,2.892285E-14
4010,2.775205E-14
4016,2.795221E-14
4022,2.789865E-14
4028,2.656016E-14
4034,2.814597E-14
4040,2.856307E-14
4046,2.751742E-14
4052,2.795861E-14
4058,2.692921E-14
4064,2.685393E-14
4070,2.721734E-14
4076,2.664318E-14
4082,2.631163E-14
4088,2.561103E-14
4094,2.471054E-14
4100,2.311495E-14
4106,2.302476E-14
4112,2.458779E-14
4118,2.556818E-14
4124,2.581929E-14
4130,2.591613E-14
4136,2.635710E-14
4142,2.579988E-14
4148,2.602814E-14
4154,2.638462E-14
4160,2.576713E-14
4166,2.590065E-14
4172,2.660854E-14
4178,2.714273E-14
4184,2.634699E-14
4190,2.559286E-14
4196,2.540363E-14
4202,2.562209E-14
4208,2.598600E-14
4214,2.618997E-14
4220,2.648916E-14
4226,2.609968E-14
4232,2.618727E-14
4238,2.644391E-14
4244,2.583951E-14
4250,2.483164E-14
4256,2.484696E-14
4262,2.567134E-14
4268,2.608445E-14
4274,2.532172E-14
4280,2.500931E-14
4286,2.515657E-14
4292,2.479530E-14
4298,2.417095E-14
4304,2.385279E-14
4310,2.436433E-14
4316,2.432155E-14
4322,2.396626E-14
4328,2.372963E-14
4334,2.516877E-14
4340,2.412560E-14
4346,2.247384E-14
4352,2.308851E-14
4358,2.465875E-14
4364,2.461695E-14
4370,2.343946E-14
4376,2.341371E-14
4382,2.378157E-14
4388,2.286813E-14
4394,2.293235E-14
4400,2.398450E-14
4406,2.365980E-14
4412,2.299947E-14
4418,2.285112E-14
4424,2.314033E-14
4430,2.300047E-14
4436,2.251697E-14
4442,2.250405E-14
4448,2.276191E-14
4454,2.160125E-14
4460,2.161185E-14
4466,2.180913E-14
4472,2.150044E-14
4478,2.203998E-14
4484,2.314908E-14
4490,2.238839E-14
4496,2.304684E-14
4502,2.327276E-14
4508,2.350623E-14
4514,2.259825E-14
4520,2.256524E-14
4526,2.289237E-14
4532,2.228765E-14
4538,2.102495E-14
4544,2.124728E-14
4550,2.180512E-14
4556,2.160248E-14
4562,2.178157E-14
4568,2.226166E-14
4574,2.226205E-14
4580,2.176545E-14
4586,2.144416E-14
4592,2.099246E-14
4598,2.114067E-14
4604,2.189381E-14
4610,2.122518E-14
4616,2.167911E-14
4622,2.160164E-14
4628,2.107228E-14
4634,2.059239E-14
4640,2.113825E-14
4646,2.124814E-14
4652,2.099312E-14
4658,2.098475E-14
4664,2.103760E-14
4670,2.035930E-14
4676,2.074216E-14
4682,2.129154E-14
4688,2.129092E-14
4694,2.090228E-14
4700,1.974727E-14
4706,1.981989E-14
4712,2.078375E-14
4718,2.091148E-14
4724,2.072553E-14
4730,2.045939E-14
4736,2.071956E-14
4742,2.069664E-14
4748,2.067858E-14
4754,2.072069E-14
4760,2.034528E-14
4766,2.017800E-14
4772,1.965872E-14
4778,1.940040E-14
4784,1.960450E-14
4790,2.017715E-14
4796,2.033801E-14
4802,1.969122E-14
4808,2.028884E-14
4814,1.968899E-14
4820,1.958316E-14
4826,1.940530E-14
4832,1.948460E-14
4838,1.955908E-14
4844,1.843434E-14
4850,2.063254E-14
4856,2.876067E-14
4862,2.617271E-14
4868,1.959459E-14
4874,1.814879E-14
4880,1.895544E-14
4886,1.834561E-14
4892,1.764577E-14
4898,1.789826E-14
4904,1.816623E-14
4910,1.832855E-14
4916,1.754523E-14
4922,1.778238E-14
4928,1.835736E-14
4934,1.906442E-14
4940,1.823213E-14
4946,2.050483E-14
4952,3.206757E-14
4958,3.615086E-14
4964,2.494555E-14
4970,1.857724E-14
4976,1.763987E-14
4982,1.776601E-14
4988,1.733214E-14
4994,2.306707E-14
5000,5.391273E-14
5006,6.921417E-14
5012,3.758307E-14
5018,1.932547E-14
5024,1.762937E-14
5030,1.759733E-14
5036,1.814025E-14
5042,1.712541E-14
5048,1.741459E-14
5054,1.781205E-14
5060,1.799677E-14
5066,1.756152E-14
5072,1.777556E-14
5078,1.760999E-14
5084,1.747909E-14
5090,1.775249E-14
5096,1.719029E-14
5102,1.735779E-14
5108,1.732317E-14
5114,1.709588E-14
5120,1.683064E-14
5126,1.632318E-14
5132,1.685103E-14
5138,1.698223E-14
5144,1.654113E-14
5150,1.659793E-14
5156,1.640859E-14
5162,1.617388E-14
5168,1.557142E-14
5174,1.584534E-14
5180,1.616882E-14
5186,1.623062E-14
5192,1.637096E-14
5198,1.657816E-14
5204,1.661562E-14
5210,1.659775E-14
5216,1.711125E-14
5222,1.658020E-14
5228,1.574976E-14
5234,1.619014E-14
5240,1.698680E-14
5246,1.632785E-14
5252,1.615803E-14
5258,1.684363E-14
5264,1.588469E-14
5270,1.601146E-14
5276,1.679473E-14
5282,1.646725E-14
5288,1.654690E-14
5294,1.644438E-14
5300,1.639383E-14
5306,1.624382E-14
5312,1.637223E-14
5318,1.628201E-14
5324,1.600067E-14
5330,1.628567E-14
5336,1.692570E-14
5342,1.664602E-14
5348,1.583462E-14
5354,1.681012E-14
5360,1.608008E-14
5366,1.574302E-14
5372,1.585038E-14
5378,1.601241E-14
5384,1.596267E-14
5390,1.514103E-14
5396,1.556882E-14
5402,1.539889E-14
5408,1.566965E-14
5414,1.585282E-14
5420,1.483164E-14
5426,1.506911E-14
5432,1.592363E-14
5438,1.619122E-14
5444,1.579109E-14
5450,1.433657E-14
5456,1.438231E-14
5462,1.517920E-14
5468,1.537278E-14
5474,1.483855E-14
5480,1.445567E-14
5486,1.527412E-14
5492,1.420715E-14
5498,1.429960E-14
5504,1.488377E-14
5510,1.507637E-14
5516,1.519028E-14
5522,1.468482E-14
5528,1.466608E-14
5534,1.442848E-14
5540,1.458043E-14
5546,1.502149E-14
5552,1.532749E-14
5558,1.480803E-14
5564,1.670991E-14
5570,1.884306E-14
5576,1.509136E-14
5582,1.480020E-14
5588,1.436101E-14
5594,1.446469E-14
5600,1.442035E-14
5606,1.397916E-14
5612,1.469741E-14
5618,1.498092E-14
5624,1.435919E-14
5630,1.376826E-14
5636,1.438866E-14
5642,1.505320E-14
5648,1.449526E-14
5654,1.426323E-14
5660,1.451513E-14
5666,1.367212E-14
5672,1.375871E-14
5678,1.492086E-14
5684,1.525413E-14
5690,1.477901E-14
5696,1.425978E-14
5702,1.400931E-14
5708,1.405300E-14
5714,1.442491E-14
5720,1.426529E-14
5726,1.420358E-14
5732,1.425025E-14
5738,1.460187E-14
5744,1.488911E-14
5750,1.503886E-14
5756,1.485716E-14
5762,1.377046E-14
5768,1.342938E-14
5774,1.330326E-14
5780,1.328023E-14
5786,1.393665E-14
5792,1.460160E-14
5798,1.374276E-14
5804,1.405520E-14
5810,1.415767E-14
5816,1.317797E-14
5822,1.382072E-14
5828,1.376743E-14
5834,1.346690E-14
5840,1.320670E-14
5846,1.294432E-14
5852,1.297985E-14
5858,1.348676E-14
5864,1.371168E-14
5870,1.495664E-14
5876,1.524300E-14
5882,1.376612E-14
5888,1.239611E-14
5894,1.241873E-14
5900,1.294485E-14
5906,1.222816E-14
5912,1.284289E-14
5918,1.344857E-14
5924,1.290136E-14
5930,1.229787E-14
5936,1.171839E-14
5942,1.339713E-14
5948,1.347987E-14
5954,1.277208E-14
5960,1.287282E-14
5966,1.268136E-14
5972,1.259960E-14
5978,1.309455E-14
5984,1.303285E-14
5990,1.295660E-14
5996,1.278263E-14
6002,1.301076E-14
6008,1.355443E-14
6014,1.321238E-14
6020,1.249522E-14
6026,1.366413E-14
6032,1.358186E-14
6038,1.391874E-14
6044,1.323969E-14
6050,1.205946E-14
6056,1.237150E-14
6062,1.333762E-14
6068,1.287649E-14
6074,1.269688E-14
6080,1.327443E-14
6086,1.353500E-14
6092,1.306535E-14
6098,1.303792E-14
6104,1.305668E-14
6110,1.293279E-14
6116,1.328247E-14
6122,1.276246E-14
6128,1.332142E-14
6134,1.372323E-14
6140,1.276007E-14
6146,1.289016E-14
6152,1.359040E-14
6158,1.299738E-14
6164,1.265745E-14
6170,1.318430E-14
6176,1.272122E-14
6182,1.160995E-14
6188,1.283755E-14
6194,1.280892E-14
6200,1.173396E-14
6206,1.274280E-14
6212,1.278732E-14
6218,1.248275E-14
6224,1.233451E-14
6230,1.288327E-14
6236,1.244983E-14
6242,1.170669E-14
6248,1.209517E-14
6254,1.206666E-14
6260,1.174657E-14
6266,1.162566E-14
6272,1.155231E-14
6278,1.323531E-14
6284,1.422394E-14
6290,1.366354E-14
6296,1.309776E-14
6302,1.305139E-14
6308,1.252260E-14
6314,1.146879E-14
6320,1.178395E-14
6326,1.215487E-14
6332,1.154231E-14
6338,1.265422E-14
6344,1.304544E-14
6350,1.347821E-14
6356,1.360903E-14
6362,1.204988E-14
6368,1.227529E-14
6374,1.277324E-14
6380,1.206400E-14
6386,1.121275E-14
6392,1.149694E-14
6398,1.243590E-14
6404,1.238075E-14
6410,1.109330E-14
6416,1.092519E-14
6422,1.182067E-14
6428,1.292590E-14
6434,1.228685E-14
6440,1.156485E-14
6446,1.206969E-14
6452,1.149640E-14
6458,1.145166E-14
6464,1.230430E-14
6470,1.270218E-14
6476,1.271579E-14
6482,1.255727E-14
6488,1.164783E-14
6494,1.132692E-14
6500,1.141660E-14
6506,1.152028E-14
6512,1.252056E-14
6518,1.237426E-14
6524,1.206357E-14
6530,1.164454E-14
6536,1.129669E-14
6542,1.273710E-14
6548,1.233562E-14
6554,2.807184E-14
6560,5.021583E-14
6566,3.585185E-14
6572,1.419605E-14
6578,1.325801E-14
6584,1.369326E-14
6590,1.285873E-14
6596,1.229445E-14
6602,1.128532E-14
6608,1.161608E-14
6614,1.188304E-14
6620,1.177860E-14
6626,1.154078E-14
6632,1.149609E-14
6638,1.160401E-14
6644,1.152360E-14
6650,1.143393E-14
6656,1.134190E-14
6662,1.131678E-14
6668,1.138752E-14
6674,1.140566E-14
6680,1.151664E-14
6686,1.135433E-14
6692,1.119015E-14
6698,1.133462E-14
6704,1.227345E-14
6710,1.305988E-14
6716,1.310118E-14
6722,1.303221E-14
6728,1.256980E-14
6734,1.188756E-14
6740,1.114099E-14
6746,1.106368E-14
6752,1.127747E-14
6758,1.128026E-14
6764,1.118916E-14
6770,1.125681E-14
6776,1.137611E-14
6782,1.115118E-14
6788,1.111448E-14
6794,1.129561E-14
6800,1.122194E-14
6806,1.122340E-14
6812,1.140038E-14
6818,1.125308E-14
6824,1.124711E-14
6830,1.119477E-14
6836,1.106183E-14
6842,1.113403E-14
6848,1.134042E-14
6854,1.110657E-14
6860,1.083722E-14
6866,1.107914E-14
6872,1.113878E-14
6878,1.110582E-14
6884,1.103458E-14
6890,1.233551E-14
6896,1.254002E-14
6902,1.119387E-14
6908,1.090611E-14
6914,1.099714E-14
6920,1.092681E-14
6926,1.089810E-14
6932,1.086621E-14
6938,1.090533E-14
6944,1.080986E-14
6950,1.088735E-14
6956,1.114872E-14
6962,1.113724E-14
6968,1.085595E-14
6974,1.070352E-14
6980,1.088303E-14
6986,1.087567E-14
6992,1.085862E-14
6998,1.081443E-14
7004,1.090168E-14
7010,1.083052E-14
7016,1.071371E-14
7022,1.079887E-14
7028,1.081903E-14
7034,1.086370E-14
7040,1.093942E-14
7046,1.082772E-14
7052,1.061219E-14
7058,1.062399E-14
7064,1.068840E-14
7070,1.063776E-14
7076,1.052862E-14
7082,1.031957E-14
7088,1.011523E-14
7094,1.023122E-14
7100,1.015231E-14
7106,1.008475E-14
7112,1.019230E-14
7118,1.011262E-14
7124,1.026369E-14
7130,1.038348E-14
7136,1.021282E-14
7142,1.000759E-14
7148,9.890428E-15
7154,9.942335E-15
7160,9.875870E-15
7166,1.002260E-14
7172,1.022765E-14
7178,1.006713E-14
7184,9.976266E-15
7190,9.783853E-15
7196,9.816222E-15
7202,9.988913E-15
7208,9.967509E-15
7214,9.994763E-15
7220,9.838498E-15
7226,1.004129E-14
7232,1.009503E-14
7238,1.020927E-14
7244,1.015127E-14
7250,9.993591E-15
7256,9.932437E-15
7262,1.009200E-14
7268,1.012012E-14
7274,1.002592E-14
7280,9.965140E-15
7286,1.006690E-14
7292,1.021382E-14
7298,1.006351E-14
7304,1.019920E-14
7310,1.015786E-14
7316,1.031405E-14
7322,1.015709E-14
7328,1.011556E-14
7334,1.024714E-14
7340,1.010647E-14
7346,9.896399E-15
7352,9.935229E-15
7358,1.007568E-14
7364,1.031575E-14
7370,1.014654E-14
7376,1.009364E-14
7382,1.000354E-14
7388,1.001755E-14
7394,9.984865E-15
7400,9.981476E-15
7406,9.974050E-15
7412,9.968666E-15
7418,1.001751E-14
7424,9.988500E-15
7430,9.966070E-15
7436,9.894925E-15
7442,9.928155E-15
7448,9.936053E-15
7454,9.944230E-15
7460,9.928905E-15
7466,9.986690E-15
7472,9.910321E-15
7478,9.846027E-15
7484,9.718741E-15
7490,9.809011E-15
7496,1.000295E-14
7502,9.805563E-15
7508,9.776326E-15
7514,9.950638E-15
7520,9.835381E-15
7526,9.073955E-15
7532,8.555823E-15
7538,9.631274E-15
7544,9.940510E-15
7550,9.783297E-15
7556,9.974427E-15
7562,9.704774E-15
7568,9.811606E-15
7574,9.804234E-15
7580,1.024025E-14
7586,1.008297E-14
7592,9.571551E-15
7598,8.766451E-15
7604,9.587418E-15
7610,9.466076E-15
7616,9.212907E-15
7622,8.972508E-15
7628,9.573179E-15
7634,1.201450E-14
7640,1.017233E-14
7646,9.336155E-15
7652,9.527888E-15
7658,9.315342E-15
7664,9.163871E-15
7670,9.399403E-15
7676,9.542066E-15
7682,9.424270E-15
7688,9.188303E-15
7694,9.210053E-15
7700,9.416743E-15
7706,9.137298E-15
7712,9.147325E-15
7718,9.333693E-15
7724,9.418549E-15
7730,9.465863E-15
7736,9.591254E-15
7742,9.378148E-15
7748,9.346937E-15
7754,9.401064E-15
7760,9.371296E-15
7766,9.266277E-15
7772,9.226521E-15
7778,9.336666E-15
7784,9.392576E-15
7790,9.491305E-15
7796,9.317132E-15
7802,9.372270E-15
7808,9.436177E-15
7814,9.427618E-15
7820,9.414072E-15
7826,9.356506E-15
7832,9.249303E-15
7838,9.458734E-15
7844,9.378730E-15
7850,9.209486E-15
7856,9.378483E-15
7862,9.326498E-15
7868,9.167817E-15
7874,9.068868E-15
7880,9.058372E-15
7886,9.081161E-15
7892,9.035916E-15
7898,9.005470E-15
7904,8.846507E-15
7910,8.925275E-15
7916,8.892807E-15
7922,8.832095E-15
7928,8.716888E-15
7934,8.759988E-15
7940,8.842515E-15
7946,8.867588E-15
7952,8.736008E-15
7958,8.745919E-15
7964,8.937778E-15
7970,8.779220E-15
7976,8.812261E-15
7982,8.744561E-15
7988,8.673541E-15
7994,8.792404E-15
8000,8.958130E-15
8006,8.961051E-15
8012,9.004369E-15
8018,8.699664E-15
8024,8.685981E-15
8030,8.929878E-15
8036,8.986041E-15
8042,8.842207E-15
8048,8.739136E-15
8054,8.772999E-15
8060,8.870321E-15
8066,8.838456E-15
8072,8.691049E-15
8078,9.086504E-15
8084,9.004547E-15
8090,8.757443E-15
8096,8.852361E-15
8102,8.675743E-15
8108,8.574786E-15
8114,8.402203E-15
8120,8.270918E-15
8126,8.229870E-15
8132,8.361551E-15
8138,8.234898E-15
8144,8.143509E-15
8150,8.310888E-15
8156,8.449782E-15
8162,8.607692E-15
8168,8.722158E-15
8174,8.507535E-15
8180,8.363089E-15
8186,8.531500E-15
8192,8.378375E-15
8198,8.245586E-15
8204,8.546397E-15
8210,8.413433E-15
