0.315 4410.95753
0.31501 4410.55477
0.31502 4410.15202
0.31503 4409.74926
0.31504 4409.34651
0.31505 4860.88775
0.31506 4408.541
0.31507 4578.66024
0.31508 4407.73549
0.31509 4756.75973
0.3151 4406.92998
0.31511 4406.52722
0.31512 4406.12447
0.31513 4405.72171
0.31514 4405.31896
0.31515 4404.9162
0.31516 4404.51345
0.31517 4404.11069
0.31518 4403.70794
0.31519 4403.30518
0.3152 4402.90243
0.31521 4402.49967
0.31522 4402.09692
0.31523 4401.69416
0.31524 4401.29141
0.31525 4400.88865
0.31526 4400.4859
0.31527 4400.08314
0.31528 4399.68039
0.31529 4399.27763
0.3153 4398.87488
0.31531 4398.47212
0.31532 4398.06937
0.31533 4397.66661
0.31534 4397.26386
0.31535 4396.8611
0.31536 4396.93711
0.31537 4703.30459
0.31538 4511.54984
0.31539 4395.25008
0.3154 4394.84733
0.31541 4690.67557
0.31542 4394.04181
0.31543 4393.63906
0.31544 4393.2363
0.31545 4392.83355
0.31546 4392.43079
0.31547 4392.02804
0.31548 4391.62528
0.31549 4391.22253
0.3155 4390.81977
0.31551 4390.41702
0.31552 4390.01426
0.31553 4389.61151
0.31554 4389.20875
0.31555 4388.806
0.31556 4388.40324
0.31557 4388.00049
0.31558 4387.59773
0.31559 4387.19498
0.3156 4386.79222
0.31561 4386.38947
0.31562 4385.98671
0.31563 4385.58396
0.31564 4385.1812
0.31565 4384.77845
0.31566 4384.37569
0.31567 4383.97294
0.31568 4383.57018
0.31569 4383.16743
0.3157 4382.76467
0.31571 4382.36192
0.31572 4381.95916
0.31573 4381.55641
0.31574 4381.15365
0.31575 4380.7509
0.31576 4380.34814
0.31577 4379.94539
0.31578 4379.54263
0.31579 4379.13988
0.3158 4378.73712
0.31581 4378.33437
0.31582 4377.93161
0.31583 4377.52886
0.31584 4377.1261
0.31585 4376.72335
0.31586 4376.32059
0.31587 4375.91784
0.31588 4375.51508
0.31589 4375.11233
0.3159 4374.70957
0.31591 4374.30682
0.31592 4373.90406
0.31593 4373.50131
0.31594 4373.09855
0.31595 4372.6958
0.31596 4372.29304
0.31597 4371.89029
0.31598 4371.48753
0.31599 4371.08478
0.316 4370.68202
0.31601 4370.27927
0.31602 4369.87651
0.31603 4369.47376
0.31604 4369.071
0.31605 4368.66825
0.31606 4368.26549
0.31607 4367.86274
0.31608 4367.45998
0.31609 4367.05723
0.3161 4366.65447
0.31611 4366.25172
0.31612 4365.84896
0.31613 4365.44621
0.31614 4365.04345
0.31615 4364.6407
0.31616 4364.23794
0.31617 4363.83519
0.31618 4363.43243
0.31619 4363.02968
0.3162 4362.62692
0.31621 4362.22417
0.31622 4361.82141
0.31623 4361.41866
0.31624 4361.0159
0.31625 4360.61315
0.31626 4360.21039
0.31627 4359.80763
0.31628 4359.40488
0.31629 4359.00212
0.3163 4358.59937
0.31631 4358.19661
0.31632 4357.79386
0.31633 4357.3911
0.31634 4356.98835
0.31635 4356.58559
0.31636 4356.18284
0.31637 4355.78008
0.31638 4355.37733
0.31639 4354.97457
0.3164 4359.06016
