a,b
0.3573100,1.8610297E+002
0.3573200,1.8609775E+002
0.3573300,1.8609252E+002
0.3573400,1.8608729E+002
0.3573500,1.8608207E+002
0.3573600,1.8607684E+002
0.3573700,1.8607162E+002
0.3573800,1.8606640E+002
0.3573900,1.8606117E+002
0.3574000,1.8605595E+002
0.3574100,1.8605072E+002
0.3574200,1.8604550E+002
0.3574300,1.8604028E+002
0.3574400,1.8603506E+002
0.3574500,1.8602983E+002
0.3574600,1.8602461E+002
0.3574700,1.8601939E+002
0.3574800,1.8601417E+002
0.3574900,1.8600895E+002
0.3575000,1.8600373E+002
0.3575100,1.8599851E+002
0.3575200,1.8599329E+002
0.3575300,1.8598807E+002
0.3575400,1.8598285E+002
0.3575500,1.8597763E+002
0.3575600,1.8597241E+002
0.3575700,1.8596719E+002
0.3575800,1.8596197E+002
0.3575900,1.8595675E+002
0.3576000,1.8595154E+002
0.3576100,1.8594632E+002
0.3576200,1.8594110E+002
0.3576300,1.8593588E+002
0.3576400,1.8593067E+002
0.3576500,1.8592545E+002
0.3576600,1.8592023E+002
0.3576700,1.8591502E+002
0.3576800,1.8590980E+002
0.3576900,1.8590459E+002
0.3577000,1.8589937E+002
0.3577100,1.8589416E+002
0.3577200,1.8588894E+002
0.3577300,1.8588373E+002
0.3577400,1.8587851E+002
0.3577500,1.8587330E+002
0.3577600,1.8586809E+002
0.3577700,7.4726089E+002
0.3577800,1.8585766E+002
0.3577900,1.8585245E+002
0.3578000,1.8584724E+002
0.3578100,1.8584203E+002
0.3578200,1.8583681E+002
0.3578300,1.8583160E+002
0.3578400,1.8582639E+002
0.3578500,1.8582118E+002
0.3578600,1.8581597E+002
0.3578700,1.8581076E+002
0.3578800,1.8580555E+002
0.3578900,1.8580034E+002
0.3579000,1.8579513E+002
0.3579100,1.8578992E+002
0.3579200,1.8578471E+002
0.3579300,1.8577951E+002
0.3579400,1.8577430E+002
0.3579500,1.8576909E+002
0.3579600,1.8576388E+002
0.3579700,1.8575867E+002
0.3579800,1.8575347E+002
0.3579900,1.8574826E+002
0.3580000,1.8574305E+002
0.3580100,1.8573785E+002
0.3580200,1.8573264E+002
0.3580300,1.8572744E+002
0.3580400,1.8572223E+002
0.3580500,1.8571703E+002
0.3580600,1.8571182E+002
0.3580700,1.8570662E+002
0.3580800,1.8570141E+002
0.3580900,1.8569621E+002
0.3581000,1.8569101E+002
0.3581100,1.8568580E+002
0.3581200,1.8568060E+002
0.3581300,1.8567540E+002
0.3581400,1.8567019E+002
0.3581500,1.8566499E+002
0.3581600,1.8565979E+002
0.3581700,1.8565459E+002
0.3581800,1.8564939E+002
0.3581900,1.8564419E+002
0.3582000,1.8563899E+002
0.3582100,1.8563379E+002
0.3582200,1.8562859E+002
0.3582300,1.8562339E+002
0.3582400,1.8561819E+002
0.3582500,1.8561299E+002
0.3582600,1.8560779E+002
0.3582700,7.6895560E+002
0.3582800,1.8559739E+002
0.3582900,1.8559219E+002
0.3583000,1.8558699E+002
0.3583100,1.8558180E+002
0.3583200,1.8557660E+002
0.3583300,1.8557140E+002
0.3583400,1.8556621E+002
0.3583500,1.8556101E+002
0.3583600,1.8555581E+002
0.3583700,1.8555062E+002
0.3583800,1.8554542E+002
0.3583900,1.8554023E+002
0.3584000,1.8553503E+002
0.3584100,1.8552984E+002
0.3584200,1.8552464E+002
0.3584300,1.8551945E+002
0.3584400,1.8551426E+002
0.3584500,1.8550906E+002
0.3584600,1.8550387E+002
0.3584700,1.8549868E+002
0.3584800,1.8549348E+002
0.3584900,1.8548829E+002
0.3585000,1.8548310E+002
0.3585100,1.8547791E+002
0.3585200,1.8547272E+002
0.3585300,1.8546752E+002
0.3585400,1.8546233E+002
0.3585500,1.8545714E+002
0.3585600,1.8545195E+002
0.3585700,1.8544676E+002
0.3585800,1.8544157E+002
0.3585900,1.8543638E+002
0.3586000,1.8543119E+002
0.3586100,1.8542601E+002
0.3586200,1.8542082E+002
0.3586300,1.8541563E+002
0.3586400,1.8541044E+002
0.3586500,1.8540525E+002
0.3586600,1.8540007E+002
0.3586700,1.8539488E+002
0.3586800,1.8538969E+002
0.3586900,1.8538450E+002
0.3587000,1.8537932E+002
0.3587100,1.8537413E+002
0.3587200,1.8536895E+002
0.3587300,1.8536376E+002
0.3587400,1.8535858E+002
0.3587500,1.8535339E+002
0.3587600,1.8534821E+002
0.3587700,1.8534302E+002
0.3587800,1.8533784E+002
0.3587900,1.8533265E+002
0.3588000,1.8532747E+002
0.3588100,1.8532229E+002
0.3588200,1.8531710E+002
0.3588300,1.8531192E+002
0.3588400,1.8530674E+002
0.3588500,1.8530156E+002
0.3588600,1.8529638E+002
0.3588700,1.8529119E+002
0.3588800,1.8528601E+002
0.3588900,1.8528083E+002
0.3589000,1.8527565E+002
0.3589100,1.8527047E+002
0.3589200,1.8526529E+002
0.3589300,1.8526011E+002
0.3589400,1.8525493E+002
0.3589500,1.8524975E+002
0.3589600,1.8524457E+002
0.3589700,1.8523940E+002
0.3589800,1.8523422E+002
0.3589900,1.8522904E+002
0.3590000,1.8522386E+002
0.3590100,1.8521868E+002
0.3590200,1.8521351E+002
0.3590300,1.8520833E+002
0.3590400,1.8520315E+002
0.3590500,1.8519798E+002
0.3590600,1.8519280E+002
0.3590700,1.8518763E+002
0.3590800,1.8518245E+002
0.3590900,1.8517728E+002
0.3591000,1.8517210E+002
0.3591100,1.8516693E+002
0.3591200,1.8516175E+002
0.3591300,1.8515658E+002
0.3591400,1.8515140E+002
0.3591500,1.8514623E+002
0.3591600,1.8514106E+002
0.3591700,1.8513588E+002
0.3591800,1.8513071E+002
0.3591900,1.8512554E+002
0.3592000,1.8512037E+002
0.3592100,1.8511520E+002
0.3592200,1.8511003E+002
0.3592300,1.8510485E+002
0.3592400,1.8509968E+002
0.3592500,1.8509451E+002
0.3592600,1.8508934E+002
0.3592700,1.8508417E+002
0.3592800,1.8507900E+002
0.3592900,1.8507383E+002
0.3593000,1.8506866E+002
