7000 0.000
7100 0.026
7200 0.252
7300 0.594
7400 0.829
7500 0.948
7600 0.993
7700 1.000
7800 0.992
7900 0.985
8000 0.977
8100 0.965
8200 0.944
8300 0.923
8400 0.884
8500 0.837
8600 0.782
8700 0.674
8800 0.497
8900 0.290
9000 0.130
9100 0.026
9200 0.000
